content,published_at,likes,replies
wanna know who's REALLY behind the current administration's policies? https://en.wikipedia.org/wiki/The_Heritage_Foundation,2025-09-15 19:52:39.485000+00:00,0,0
Are we not going to talk about a nuclear nation going rogue?,2025-09-15 19:52:39.485000+00:00,0,0
Why can't they just do what they did during the Iran war and refuel over Syria and Iraq?  It worked once...,2025-09-15 19:52:39.485000+00:00,0,0
I hope we did help them. I’m all for assisting the only nation in that the region that didn’t openly celebrate 9/11. Especially if the leadership that planned the October 7 massacre is living the high life in the target nation…on billions in western humanitarian aid,2025-09-15 19:52:39.485000+00:00,0,0
based israelis,2025-09-15 19:52:39.485000+00:00,0,0
"In reality, it is more of a stabilizing factor.",2025-09-15 19:52:39.485000+00:00,0,0
Israel will single handedly dissolve NATO by using US forces for nefarious reasons,2025-09-15 19:52:39.485000+00:00,0,0
"Israel 🇮🇱 forever 💯 
Proud of you your forever friend India 🇮🇳",2025-09-15 19:52:39.485000+00:00,0,0
CCCOOOOMMIIINNNGG to Shirvan 😫😫😫🥒🥒🥒💦💦💦💦😫😫😫😫🥵🥵🥵🥵,2025-09-15 19:52:39.485000+00:00,0,0
"Qataris should've condemned it as a violation of their ahsreloe, by ahsreloes supported by ahsreloes!",2025-09-15 19:52:39.485000+00:00,0,0
Its stupid how these past administrations have pushed the US deeper into the mud. Now security guarantees don't mean shit because in the end Uncle Sam can decide if is strategically dependable to actually warn and defend your country.,2025-09-15 19:52:39.485000+00:00,0,0
Great video. Thanks for sharing!,2025-09-15 19:52:39.485000+00:00,0,0
Nice reporting! Keep it up.,2025-09-15 19:52:39.485000+00:00,0,0
"Hamas wants ceasefire
They have hostages as leverage

Israel wants to attack2
US ""wants"" ceasefire but just follows whatever Israel wants

Qatar wants to be a mediator in this messy conflicts",2025-09-15 19:52:39.485000+00:00,0,0
israel needs regime change and deprogramming,2025-09-15 19:52:39.485000+00:00,0,0
"You aren't attacking Israel while in a war with Israel, you are fighting millions of powerful small hats who hold the shackles of Western Politicians next presidential win.",2025-09-15 19:52:39.485000+00:00,0,0
Probably inspired by Iran’s attack on Qatar’s US bases a few months previously,2025-09-15 19:52:39.485000+00:00,0,0
"fafo habibis! ❤ correct, there should be no safe haven for jihadist maniacs who live to provoke war after war, & Qatar made itself a belligerent by giving these scum political and physical cover for years. Qatar is just lucky Israel was careful to minimize collateral damage, something Israel’s enemies would never trouble to do. And yeah, the silence of those air defense systems can only mean the US and Qatari governments were both perfectly aware. Meanwhile if anyone thinks this is so unusual, remember what it took to bring down Escobar in the 90s.",2025-09-15 19:52:41.975000+00:00,0,0
Caspian report are you really Turkic or an Israeli mouthpiece... You cannot be both.,2025-09-15 19:52:41.975000+00:00,0,0
This strike couldn't have happened without the consent of both Qatar and the USA.,2025-09-15 19:52:41.975000+00:00,0,0
"The collapse of the Middle East ceasefire leads to a decline in U.S. credibility, which in turn benefits Russia and China",2025-09-15 19:52:41.975000+00:00,0,0
TBH it is a national embarrassment for Qatar 11:09,2025-09-15 19:52:41.975000+00:00,0,0
What a dumb move,2025-09-15 19:52:41.975000+00:00,0,0
"They are willing to do whatever they are green-lighted or even suggested to do by the US administration. The US is IN CHARGE of this conflict in a way that almost no press has even mentioned. it is astonishing considering how obvious it is. i am a patriotic AMERICAN CITIZEN. Period. it's just a fact. news much report the facts. not convenience. the dynamics here are all about AMERICAN HEGEMONY on a GLOBAL SCALE, and it is not even in the best  interests of the US imo, let alone the sheer destruction and disregard for human life outside of the nation 8:05

this is COLD geopolitical analysis, not a POLITICAL or IDEOLOGICAL point either. I am looking at the moves of the nations as INDIVIDUALS or LEADERSHIP first, period. to go the moral route is to blind yourself to the even MORE INSIDIOUS nature of the conflict, which stretches beyond just the devastation withing an area the size of the city of DETROIT",2025-09-15 19:52:41.975000+00:00,0,0
your animation did not show the US tankers that refueled the Israeli jets after they launched the strikes.,2025-09-15 19:52:41.975000+00:00,0,0
Why didn’t our pals the Saudis let us know?,2025-09-15 19:52:41.975000+00:00,0,0
"what this truly is, would be the United States violating the sovereignty of Qatar by ALLOWING Israel to pursue this. Make no mistake. Netanyahu is a few TRUMP TWEETS away from being DEPOSED by his own people. this does not begin with Trump II, no, the Biden admin in 2023 and 24 essentially green-lighted this hyper-aggressive campaign. In fact, Biden was more apologetic and conciliatory to the Israeli's than even Trump has so far. But with Trump, that has to do with ego, in part. The fact that the US is basically have vassal states run a random obstacle course is crazy and as an american i don't even now how to feel about it. it is downright bizarre, yet perfectly understandable at once, and not in a support or resist sense, but in a scientific way",2025-09-15 19:52:41.975000+00:00,0,0
"“When Israel perceives a threat to its security…” this says all you need to know about the channel, it’s a western mouthpiece, Israel didn’t strike because it feels threatened, it attacked to derail any peace talks so they could continue their ethnic cleansing of the Palestinians. This channel is basically BBC with a lower budget.",2025-09-15 19:52:41.975000+00:00,0,0
"Yeah, you have F 15 EAGLES and you mount NO DEFENSE in the Red Sea scenario, I DO NOT BELIEVE THAT is plausible without Qatar knowing beforehand, itself, and it may have even if the jets used Saudi airspace. this is getting out of hand. the amount of sovereign encroachment and disregard is unlike anything i can recall short of the early cold war soviet period 6:45",2025-09-15 19:52:41.975000+00:00,0,0
"in this scenario, the attack would have been detected LONG BEFOREHAND in comparison. this scenario is implausible imo. not to mention, the missiles themselves, would still be using SAUDI AIRSPACE... 6:10
the saudis need to step it up if they want to be taken SERIOUSLY ON A GLOBAL SCALE BEYOND JUST PETROLEUM",2025-09-15 19:52:41.975000+00:00,0,0
no way ahah 5:48,2025-09-15 19:52:41.975000+00:00,0,0
"This just shows ALL THESE NATIONS are basically US VASSAL STATES. let's be real. from israel to the saudis and THE BRITS, their former overlords.. my god",2025-09-15 19:52:41.975000+00:00,0,0
I have no tears for terrorists.,2025-09-15 19:52:41.975000+00:00,0,0
"if they FIRED FROM SAUDI TERRITORY OMFG. MBS, STEP YOUR GAME UP. You will never be the dominant guy you want to be in the region or globally. You cannot allow some other nation to use your airspace to attack another gulf state, an emirate ffs!

See, this is why i say they fired from Saudi AIRSPACE... not international waters or even QATARI airspace... 4:45",2025-09-15 19:52:41.975000+00:00,0,0
"I get they don't care about the actual people of Gaza and Palestine, and that has long been true, but for leaders such as MBS to barely say a thing or DO SOMETHING... considering SAUDI ARABIA does have capabilities... makes MBS look like a complete hypocrite, if this is truly the case. I am only going on available information. 

Saudi airspace!? You want to be the DOMINANT FORCE IN THE REGION, yet have ANOTHER NATION fly over your airspace in an action that breaches YOUR SAID RED LINES .... and you don't even comment .... MBS wants the nation to be a GLOBAL HUB for economics and tourism. In order to do that you must have SAFETY and SOVEREIGNTY and ISRAELI JETS over your airspace says YOU HAVE NEITHER 4:08",2025-09-15 19:52:41.975000+00:00,0,0
"over Saudi airspace? okay, well MBS has some EXPLAINING TO DO... or he is full of it smh. i mean talk about hypocrisy if accurate. you want to be the center of the gulf world BEYOND just the GULF, and are investing huge sums of capital to do so.... yet you are not protecting YOUR OWN SOVEREIGN AIRSPACE after declaring it off-limits for use from any strike by the IDF against Hamas or Iran iirc. MBS better set it straight. SAUDI ARABIA wants to display an IMAGE OF SAFETY. Israeli fighter jets over saudi airspace does anything but achieve that 3:34",2025-09-15 19:52:41.975000+00:00,0,0
The terrorist kill innocent people Israel does not,2025-09-15 19:52:41.975000+00:00,0,0
Nope,2025-09-15 19:52:44.016000+00:00,0,0
"Oh, I'm sure on some level all parties knew of this attack. we defiantly getting a different story from what actual happened. All these so-called peace talks never activly amount to anything besides a break to restock ammo. Humas leadership being using this tactic of hiding in other countries while their people struggle. For them to talk in good faith for a real solution isn't ever going to happen. Middel east countries need to public condemn Israel. They do realize that humas is more of a problem then there worth and their efforts just lead to lost blood and treasure that keeps the middle east in chaos.",2025-09-15 19:52:44.016000+00:00,0,0
"Qatar is quite literally harbouring the Hamas leadership. What messenger, they are just agents of Hamas, nothing neutral or mediating about them. And big deal, this was what we said about them volleying rockets at Iran.",2025-09-15 19:52:44.016000+00:00,2,0
Oh poor Qatar why does everyone like Qatar is modern slavery just something we overlook or harboring terrorists sorry “negotiators” come on now shows how corrupt the world is Israel should’ve captured Cairo in 73 and kicked all the Arabs out in 48 but no negotiations are everything let’s sell our soul to the enemy,2025-09-15 19:52:44.016000+00:00,0,0
And what good is a friend that has but is forced not to give you any when inflation drawns your currency….😂😂😂,2025-09-15 19:52:44.016000+00:00,0,0
"Well you know, one of your favourite ones is next… they stated it outright…",2025-09-15 19:52:44.016000+00:00,0,0
USA CENTRAL COMMAND IS NOT WASHINGTON DC....USA CENTRAL COMMAND IS ISRAEL,2025-09-15 19:52:44.016000+00:00,0,0
I think Qatar's AA likely throttled by US in some way. Wonder if they now pivot away from West and go East?...,2025-09-15 19:52:44.016000+00:00,0,0
"All of Saudiya's enemies are being taken out.
Iran
Houthi
Qatar",2025-09-15 19:52:44.016000+00:00,0,0
The Mid East is already broken,2025-09-15 19:52:44.016000+00:00,0,0
:face-blue-smiling::face-blue-smiling:,2025-09-15 19:52:44.016000+00:00,0,0
ISEWEL must 4TT4CK in QATAR Summit Because They Want to Create ISLAMIC World United M1L1TARY.. 😛😛😁😁🤣🤣💪🏼💪🏼💥💥,2025-09-15 19:52:44.016000+00:00,0,0
🧸,2025-09-15 19:52:44.016000+00:00,0,0
"What Israel can go through? US, and Jordan or even Saudi Arabia may has provide the go ahead without Qatar knowing it.",2025-09-15 19:52:44.016000+00:00,0,0
They were let in.,2025-09-15 19:52:44.016000+00:00,0,0
"The leadership of Qatar should start building a league to invade Israel, because what the fuck. They'd lose, but still tho.",2025-09-15 19:52:44.016000+00:00,0,0
At least the Gulf states have now realized that Israel doesn't differentiate between them and the Levant. Abraham Accords down the drain...,2025-09-15 19:52:44.016000+00:00,7,1
this is attack really isnt a big deal. Qatar knew about the attack and israel just bombed a building where hamas delegates were Located. now qatar will remove all association with hamas and no more attacks will happen. Qatar will probably never mediate anything ever again. qatar has no choice its a small sell out rich nation.weak spineless arabs elites who reside over a immigrant slave class. all the gulf arabs are basically sell outs except for maybe oman,2025-09-15 19:52:44.016000+00:00,0,0
"Hamas = genocidal  bloodthirsty terrorist who follow no rules other than a sworn nightmare to kill all Jews living in Israel.   Their death makes the world safer by sending a message to any would be medieval,  intolerant dictatorial religious fanatics the world over that hostage taking does not pay.  Their survival puts the free liberal world at risk.  Lets not forget who the bad guys are here.",2025-09-15 19:52:44.016000+00:00,0,1
"it was not ""Strike on Qatar"", it was retaliation strike on hamas terrorists after they committed terrorist act in Jerusalem and murdered 6, wounded about 20 civilians",2025-09-15 19:52:44.016000+00:00,0,0
this is what happens when serial killers become Israeli PMs,2025-09-15 19:52:46.414000+00:00,0,0
"Let this be a lesson to not buy US defense products and not trust US security guarantees or treaties. Qatar's air defense systems were bought from the US for millions/billions. These US systems are embedded with cyber backdoor that allows the US to render them into useless billion dollars paperweight, thus allowing Israel to enter Qatari airspace and bomb without triggering immediate air defense responses. Those foreign export F-35s also have the same critical flaw that allows the US absolute control over them, which is why many European nation customers have paused, reduce, or outright cancelled F-35 purchases. Qatar was a major non-NATO US ally with past major purchases of US military equipment worth billions and hosted US bases, and yet the US allowed an outside threat to attack Qatar with impunity -  without warning or notice, and without any major response to defend its ""ally"" and counterattack the attacking aggressor nation of Israel. The US also refuse to scramble fighters, troops, or air defense forces and equipment when Russian drones invaded Polish airspace, leaving Poland and Europe alone to scramble to intercept Russian drones before they could strike critical Polish targets. The world must learn that any deal, agreement, guarantee, or treaty made with the US is worthless and no different than any Russian guarantees of peace agreement to end the war in Ukraine.",2025-09-15 19:52:46.414000+00:00,0,0
Doha shall buy Russian 🇷🇺,2025-09-15 19:52:46.414000+00:00,0,0
ya i agree mostly likely doha knew about the attack hence why no air defense went off another instance of arab leaders selling out hamas.,2025-09-15 19:52:46.414000+00:00,0,0
The remaining Ha.M.As leaders should go to The Graveyard of Empires and  asked them for amn (protection).,2025-09-15 19:52:46.414000+00:00,0,0
Con man doing con stuff. It is very normal if you take in Con-man fact into account. What a crappy world we came to live in.,2025-09-15 19:52:46.414000+00:00,0,0
"cruse misiles dont ""fly low earth orbit"", they fly low but not orbit, theye are not balistic!",2025-09-15 19:52:46.414000+00:00,0,0
ohh this aint good. i'd like to see gen z come up with a meme on this topic.,2025-09-15 19:52:46.414000+00:00,0,0
This might actually end the Gaza conflict because Hamas’ leadership will have nowhere to go and will agree to step down from power in exchange for their lives,2025-09-15 19:52:46.414000+00:00,0,0
"It is hard to believe either Saudi or Turkey would be able to stop Israeli attack on Hamas in Doha. Also, Doha might be fine with it give that it takes pressure to reach a deal off them",2025-09-15 19:52:46.414000+00:00,0,0
Qatar is a fake country. More of a gas station for the UK and US .,2025-09-15 19:52:46.414000+00:00,0,1
charlie kirk,2025-09-15 19:52:46.414000+00:00,0,0
0:15 they hide explosives in pagers. They act like cqunntz. Yeah. They basically can't be negotiate with. Also they assinate Charlie Kirk.,2025-09-15 19:52:46.414000+00:00,0,0
"Israel must be crushed now! Preferably by my nation, the USA. I love the many good Jewish people, who have taken a public stand against war criminals Netanyahu & convicted felon Trump. But! Both evil leaders need to be arrested and both governments need to be restructured to free the world of the toxic filth of the CIA, Wall Street, American oligarchs, Israeli oligarchs, Musad, and ALL other Epstein tied scumbags!!!",2025-09-15 19:52:46.414000+00:00,1,0
"“It may be dangerous to be America’s enemy, but to be America’s friend is fatal.” -Henry Kissinger",2025-09-15 19:52:46.414000+00:00,50,7
can it strike deep inside turkey?,2025-09-15 19:52:46.414000+00:00,0,0
"12:35 I do not approve of what you do as that could mean accepting some level of liability for the messages that you convey. I have watched many VLOGS apparently produced by you. I have taken most of the information you convey for granted. A few times that I have done first page GIS integrity checking your message appeared to convey the consensus. 

I will express my appreciation for your information. Please allow me to define my field of appreciation. I appreciate your continuous output of information that goes in a depth below the surface of the common carriers of News in the mainstream media. I do not however know your information to be authoritative or supreme on any subject that you cover. Your presentations are more often than not convincing. So there is that. 

Thank you with some reserve",2025-09-15 19:52:46.414000+00:00,0,0
Bravo Israel! Cleanse the earth of the terrorists! 🇮🇱💪,2025-09-15 19:52:46.414000+00:00,2,0
damn,2025-09-15 19:52:46.414000+00:00,0,0
israel murdered Charlie Kirk.,2025-09-15 19:52:46.414000+00:00,3,1
BRICS becomes more attractive every day for many states.,2025-09-15 19:52:48.449000+00:00,3,1
Lost all credit for you guys after this one. If you think Israeli jets were allowed through Jordan and Saudi to bomb Qatar you don't know shit. And then you mention refuelling but only on the return leg..despite you doing a previous video on how Syrian and Lebanese airspace is now basically open.,2025-09-15 19:52:48.449000+00:00,0,0
Even the Qataris don't want the palestinians. Interesting how no nation wants them. History has spoken.,2025-09-15 19:52:48.449000+00:00,1,0
Manama is in the north ffs,2025-09-15 19:52:48.449000+00:00,0,0
Israeal is peece,2025-09-15 19:52:48.449000+00:00,0,0
Free Palestine !!!,2025-09-15 19:52:48.449000+00:00,0,0
"Better get close to china, that would make rhe usa to regret all",2025-09-15 19:52:48.449000+00:00,0,0
brutal,2025-09-15 19:52:48.449000+00:00,0,0
Qatar found out the hard way that Israel runs the show from Washington. You might as well say that the US has no sovereign foreign policy.,2025-09-15 19:52:48.449000+00:00,1,0
"I'd like to know how much trump has been paid for ""making a deal"" like this. Idk much about Qatar but I'd bet the us forced them to keep quiet. With the current info, all parties knew ahead if time. Maybe Qatar gave Hamas leaders a heads up not to be at the office. The least they could do with the us and isntreal pressuring them, potentially.",2025-09-15 19:52:48.449000+00:00,1,0
Make a video on Russia’s drone maneuvers in NATO countries!,2025-09-15 19:52:48.449000+00:00,0,1
Does anybody know any sources that back up the claim that US tankers had to refuel the israeli jets?,2025-09-15 19:52:48.449000+00:00,0,0
"LOL, Ground News where they feed you news through the lens of the ""U.S."" left and right.",2025-09-15 19:52:48.449000+00:00,6,2
"It would be interesting to find out why Qatar wasn't able to use its air defence systems. I saw a lot of online comments saying that it is an evidence that Qatar was secretly in on the operation to kill Hamas, but having the appearance of not being able to do anything about a foreign country bombing and killing people in your own land doesn't seem like a sound plan to me.",2025-09-15 19:52:48.449000+00:00,0,0
If anyone does not like this action should request a BB phone from Israel and wait for a special phone call!,2025-09-15 19:52:48.449000+00:00,1,0
"Poor Qataris - damned if they do and damned if they don’t! The second largest funder of Hamas after Iran, a funder of Al-Qaeda and a country that’s successfully bribed politicians in both the U.S. AND the E.U. - they’re really who needs our sympathy here.",2025-09-15 19:52:48.449000+00:00,1,0
Remember what the mongols did to people who killed their emissaries,2025-09-15 19:52:48.449000+00:00,2,1
"Its extremely clear that the US and Israel want to take over all Palestinian land, whatever it takes to do it.",2025-09-15 19:52:48.449000+00:00,0,0
"Qatar will now move closer to China and Turkey, making the U.S. military in the Middle East more vulnerable. In a way, Israel has only helped by pushing the Arabs closer to each other, as well as to Iran and China. The time is near when the world will respond to the West’s ongoing genocides over the past century. Amen",2025-09-15 19:52:48.449000+00:00,0,0
"I suspect Qatar will continue to host Hamas after this, the main benefit for Qatar was never just successful negotiation/broked deal, Qatar's whole strategy revolve around maintaining oversized relevance, getting bombed by Israel put Qatar into a position of strength, since now it gathers some political brownie point around Arab world.",2025-09-15 19:52:48.449000+00:00,1,0
No peace talks with terr0rists. They should not hold any kind of authority.,2025-09-15 19:52:50.439000+00:00,0,0
USA never had any security guarantees with Qatar,2025-09-15 19:52:50.439000+00:00,3,0
"donald - bibi - kompromat something something or other.. (Tinhat equipped ofc) yikes, scary.",2025-09-15 19:52:50.439000+00:00,0,0
Israel doesn’t want a deal. They want greater Israel. It’s a radical and genocidal society.,2025-09-15 19:52:50.439000+00:00,1,0
"Where do you get your information? It's not a ""conflict""",2025-09-15 19:52:50.439000+00:00,0,0
They just put all the U.S soldiers in danger,2025-09-15 19:52:50.439000+00:00,0,1
"if the messenger doesn't want to get shot, he shouldn't put the enemy behind him and dare someone to take a shot.",2025-09-15 19:52:50.439000+00:00,1,1
Good. Terrorists shouldnt feel save anywhere,2025-09-15 19:52:50.439000+00:00,0,0
Why haven't the Hamas Senior Staff appeared on camera yet if they are alive?,2025-09-15 19:52:50.439000+00:00,0,0
Judas Iscariot.,2025-09-15 19:52:50.439000+00:00,0,0
"Qatar wasn't attacked you ignoramuses, Hamas Headquarters was.",2025-09-15 19:52:50.439000+00:00,0,0
"Seems like Israel is the only side seeking peace.  If the strike would've succeeded in removing these top Hamas negotiators that are blocking the ceasefire from the comfort of Qatar,  we would've been much closer to an agreement.",2025-09-15 19:52:50.439000+00:00,3,2
"The fundamental problem is that Hamas will not release the hostages unless they can remain in power in Gaza, no matter what Qatar, Egypt, the US or anybody else says. The negotiations had failed even before the Israeli strike so in that respect, nothing really changed.",2025-09-15 19:52:50.439000+00:00,1,0
"Reality is this, Hamas are history.",2025-09-15 19:52:50.439000+00:00,0,0
"America doesn’t need guarantee from Qatar

You see Qatar worked v. Hard to destroy all of America enemies in the Middle East

Now there is no body close to Qatar who can stop America
From eating little
Qatar with all its oil, gas and international merits",2025-09-15 19:52:50.439000+00:00,0,0
The Qatari anti-air defense not going off tells you what you need to know,2025-09-15 19:52:50.439000+00:00,7,2
the british refueler was refuelling a different plane?,2025-09-15 19:52:50.439000+00:00,0,0
Trust a snake but trusting US is an idiotic move.,2025-09-15 19:52:50.439000+00:00,0,0
"The US has never truly incentivized Israel to behave any differently. Add to that American Jewry’s unconditional support (financially, politically, economically, etc..), unregulated and unregistered Israeli lobbying (local, State and Federal). And this is what you get",2025-09-15 19:52:50.439000+00:00,0,0
"Just a little fact check: the map of Israel is incorrect: Petah Tikva is not on the place where it’s indicated. It’s not about the topic, but it influences how trustworthy it.",2025-09-15 19:52:50.439000+00:00,2,0
"Hamas was only in Qatar because the USA ASKED THEM TO HOST HAMAS, So we would have someone to negotiate with. They were bombed for doing what we asked them to do!",2025-09-15 19:52:52.507000+00:00,0,1
seems like the hasbara army is working 24/7 here 😂,2025-09-15 19:52:52.507000+00:00,0,0
"6:08 Yes. The decision makers in the American government and military would have known of a large scale launch of missiles over the Red Sea within ten minutes of occurrence.

The IR signatures would have been easily seen coming from an area that is closely monitored.",2025-09-15 19:52:52.507000+00:00,0,0
I love my country but wish we would STAY OUT of this Middle Eastern mess!,2025-09-15 19:52:52.507000+00:00,0,1
"If it means eliminating Hamas, Israel has the licence to literally attack anywhere.",2025-09-15 19:52:52.507000+00:00,0,0
Israeli terrorism is out of control.,2025-09-15 19:52:52.507000+00:00,2,0
"This was shameful!! The muslim world let Gaza down, now we understood by this act that there is no hope of peace, Hamas will be wiped out of the map by thr Israelis...",2025-09-15 19:52:52.507000+00:00,0,0
Trump baited hamas and US knew it all.. air to air refueling and all yeah americans and the brits knew,2025-09-15 19:52:52.507000+00:00,0,0
Isreal does not obey the Int Law ... they obey and understand only one law .. brute force,2025-09-15 19:52:52.507000+00:00,0,0
All involved,2025-09-15 19:52:52.507000+00:00,0,0
Qatar hosting Hamas that celebrated 9/11 attacks and killed Americans...,2025-09-15 19:52:52.507000+00:00,0,0
"Ah, good, Doha got a taste of their own medicine.  Couldn't happen to ""better"" people.  But, just like the USA who is used to being a bully lately, it won't make any difference.  They believe they get to tell everyone else what to do and how to die.",2025-09-15 19:52:52.507000+00:00,0,0
I don't understand why the U.S. would okay this strike as it serves only Israel. The U.S. security guarantee seems undermined. I hope I am wrong and Trump didn't screw another geopolitical debacle up but he doesn't have a great record.,2025-09-15 19:52:52.507000+00:00,0,0
"Can't say I'd expect too many to cry over some recently deceased Hamas officials, wherever they happen to be residing.",2025-09-15 19:52:52.507000+00:00,1,2
I feel bad that you're bias is showing in this video but this is a war with an unrepentant enemy only happens on unconditional surrender will a ceasefire happen everything else the Killing needs to continue until the last man is standing,2025-09-15 19:52:52.507000+00:00,0,0
all that money and no real form of self defence. Just sitting ducks.,2025-09-15 19:52:52.507000+00:00,0,0
"This was well below your normally high standards. You miss the key aspect here, the loss of trust the Arab states will now have towards America. America allowed or participated in bombing a country where they have a strategic base. The Arabs states won't look to Turkey, they'll look to Russia and China. Extricating themselves from the US will not be easy but they cannot rely on the US anymore. Also, you ignore that Israel does not want peace, it is sabotaging it at every opportunity.",2025-09-15 19:52:52.507000+00:00,0,0
Caspin report with the late report old news,2025-09-15 19:52:52.507000+00:00,0,0
"🎥 Qatar, Islamism & the Gulf Divide

Qatar has long been accused of fueling radical Islam—hosting exiled leaders, financing movements, and using Al Jazeera to steer public opinion. It backed the Muslim Brotherhood, Hamas, even gave shelter to Yasser Arafat.

The Brotherhood’s ideology, and its links with Khomeini’s Iran, show how Sunni and Shia Islamists sometimes align. At the core of this ideology is intolerance—toward Jews, Christians, secular voices, and minorities—promoting division rather than coexistence.

Meanwhile, the UAE and Saudi Arabia see Islamism as an existential threat. They’ve banned the Brotherhood, cut ties with Qatar, and promote a state-controlled, non-political Islam instead.

👉 This isn’t just Gulf rivalry—it’s a clash over the region’s future:
	•	Qatar pushing political Islam and identity politics,
	•	UAE & KSA trying to contain it.",2025-09-15 19:52:52.507000+00:00,0,0
who needs enemy when you have allies like usa,2025-09-15 19:52:52.507000+00:00,0,0
"This  is getting out of hand,I seriously think it's high time the countries involved call for peace, peace is the best solution. These politicians don't care about humans lives. This is affecting the economy especially we business owners. Although ever since I started investing in crypto trading, i do make good profit from it weekly to grow up my business",2025-09-15 19:52:54.767000+00:00,4,8
Israel owns the skies over Iran; why coudn't the attack on Qatar have come from there?,2025-09-15 19:52:54.767000+00:00,0,0
"Thanks. But you didn't mention (maybe you don't know?) that Netanyahu's closest advisors were arrested in Israel 2 months ago for allegedly being paid by Qatar, and that Netanyahu is the one that supported and enabled payments from Qatar to the Hamas in the year before the war started. I'm an Israeli and my government is corrupted to the core. The bombing in Qatar was probably a move by Netanyahu to lower the suspicion in his alleged bribes from Qatar.",2025-09-15 19:52:54.767000+00:00,0,0
"So ""security guarantee"" doesnt mean ""You get a blank cheque if a bomb goes off"" 

It means we will come help if someone tries to overthrow you. Hope this helps. Our guarantees are fine, especially if we're working with the country itself.",2025-09-15 19:52:54.767000+00:00,0,1
Very strange to see that such a trusted Youtube channel has started spreading propaganda… I have literally seen videos and I have heard personally from the people who witnessed the missiles fired over madina city.. which means the f35s didn’t really go all the way to qatar they shot from over thousand km away.. also some of the missiles were even intercepted by saudi air defence theres personal statements and videos of this too.,2025-09-15 19:52:54.767000+00:00,0,2
"I suspect that many Middle Eastern states are reviewing their relationships with the US. Many of the monarchies fear Iran’s. Republicanism. But if the US can’t/won’t help defend their airspace when Israel is doing the attacking, then the ME kingdoms may look to a new allly who will help defend their airspace. My guess would be Turkey or China.",2025-09-15 19:52:54.767000+00:00,0,0
"The US, Israel and Qatar are keeping us occupied while they go about their real goals.",2025-09-15 19:52:54.767000+00:00,0,0
"Qatar sponsored hamas, hizbolla, al qaida, isis.. they r whining when hit by Israel",2025-09-15 19:52:54.767000+00:00,0,0
Qatar is the head of the snake.,2025-09-15 19:52:54.767000+00:00,0,0
Israel is a blood thirsty pariah state,2025-09-15 19:52:54.767000+00:00,1,0
But there were no Israeli jets over Qatar. The missiles that hit that particular building in Doha were lauched from the Red Sea.,2025-09-15 19:52:54.767000+00:00,0,0
"4:47  Why would Israel not just use their own tankers?  Seems like a bit of a stretch to try and imply that US was directly involved.  Not saying we weren't (US citizen here).  But making grasping arguments does not help make you look objective in your analysis.  Besides that, very interesting as always.",2025-09-15 19:52:54.767000+00:00,0,0
"Weird. No mention that Qatar has been directly sponsoring terrorism, Muslim Brotherhood, and Jihad's goals of world dominance while enjoying USA protections. As many times Qatar was told ""Choose one"", Qatar answered ""Yes, sir!"" ... and continued to provide for the USA enemies.  Time and again USA felt insulted, bewildered and stressed out. Time and again Qatar thought how smart they are in milking both cows.",2025-09-15 19:52:54.767000+00:00,0,0
Doha doesn’t exactly get brownie points for sheltering the top Hams leaders for years.  You know - the ones with a net worth of 11b while their people starved on a 500m annual gdp,2025-09-15 19:52:54.767000+00:00,4,0
all the time israel broke the ceasefire and murdered children,2025-09-14 19:52:54.767000+00:00,0,0
"In matters of state craft Qatar is so poor, all it has is money. 😅😅",2025-09-14 19:52:54.767000+00:00,0,0
Arabs society is rooted in failure. Coming from an Arab.,2025-09-14 19:52:54.767000+00:00,0,0
"So far Israel didn't do anything without considering blowback or response... Even if we assume they didn't inform the US or acted roguely, what would Qatar do - 'a strongly worded protest' - in realistic terms, they won't be able to influence the US in any significant way... They are the party that gave good chunk of funds upfront and are bound to loose if they break the relation",2025-09-14 19:52:54.767000+00:00,0,0
"Israel doesn't want negotiations, doesn't want peace.",2025-09-14 19:52:54.767000+00:00,47,13
"""Nearly half were right-leaning. Such imbalance...""

That's the literal definition of balance...",2025-09-14 19:52:54.767000+00:00,0,1
"""Qatar has been the center of negotiations.""  😂😂😂 That's one way to say terrorist safe haven.",2025-09-14 19:52:56.829000+00:00,12,2
Expect gas prices - and with it inflation - to begin a rapid ascent.,2025-09-14 19:52:56.829000+00:00,0,0
Thank you,2025-09-14 19:52:56.829000+00:00,0,0
"These Arab rulers and monarchies are Zionist, US puppets they are the shadow of the Zionist-Nazi Entity Regime in Palestine if the shadow ceases to exist then the Zionist-Nazi Entity Regime in Palestine",2025-09-14 19:52:56.829000+00:00,0,0
"Israel has a [illegal] base in the Arabian sea on an Island called Abd_al_Kuri that they occupied together with UAE from Jemen. The distance from there is about 1450km. Using a missile that with 400km range would have reduced the distance to 1050km, which is inside the operational range of an F-35A.

Aerial refueling aboce the Arabian sea or eastern Jemen (which is uninhabited and has no air defense capabilities) could have reduced the distance that the F35 needs to fly w/o refueling to about 350km on way.

Israel may have very well done this on its own, just not from Israel proper, but from Abd_al_Kuri, absolutely.",2025-09-14 19:52:56.829000+00:00,0,0
It’s crazy how our greatest ally is always humiliating us.,2025-09-14 19:52:56.829000+00:00,0,4
