content,published_at,likes,replies
Arabs are weak. They don’t stand together in the face of a common enemy like most people. Arabs instead fight with each other to be the first collaborator so they can dominate other Arabs in service of the enemy.,2025-09-14 19:53:03.107000+00:00,0,0
Chexk out uss liberty,2025-09-14 19:53:03.107000+00:00,0,0
"Israel doesn't want peace, like RuZZia it wants an empire.",2025-09-14 19:53:03.107000+00:00,0,0
Sounds like everybody was in on it.,2025-09-14 19:53:03.107000+00:00,0,0
Israelisd said that they shot long range missiles from the Red Sea,2025-09-14 19:53:03.107000+00:00,0,0
The damage the Israelis caused in Qatar is about 0.001% of the damage the Qatari propaganda machine has caused to Israel since October 7.,2025-09-14 19:53:03.107000+00:00,14,10
Home of Hamas hit 😢,2025-09-14 19:53:03.107000+00:00,1,0
Nice to get more detailed information on what's going on. We don't get that from our major media outlets.,2025-09-14 19:53:03.107000+00:00,0,0
Shoot the Messenger is the calling card of the chosen ones.  RIP CHARLIE,2025-09-14 19:53:03.107000+00:00,0,0
You misspelled “terrorist supporters and the terrorists they hide got whacked publicly”,2025-09-14 19:53:03.107000+00:00,2,0
"Israel is becoming a security liability to the US.
Imagine if Qatar starts demanding the US take sides between Israel and them and if they choose Israel then the US loses access to the air bases and other things in Qatar.",2025-09-14 19:53:03.107000+00:00,0,0
I wonder if Qatar secretly permitted the strike in response to the Iran attack?,2025-09-14 19:53:03.107000+00:00,0,0
thank you,2025-09-14 19:53:03.107000+00:00,0,0
"Messenger? Please. More like funder of Hamas, literally belonging to the same Brotherhood as Hamas, sanctuary city for Hamas, and #1 in Islamist info war and abusing international law. That's not  even going into all the bribes in the West. Just the messenger? You have insulted Qatar😂",2025-09-14 19:53:03.107000+00:00,0,0
or america hid isreal attacks from their equipment...,2025-09-14 19:53:03.107000+00:00,0,0
"""Emirate in the crossfire of playing both sides and become a collateral."" Well framed.",2025-09-14 19:53:05.289000+00:00,23,2
"Qatar hosting terrorists leaders those how plan October 7 terrorists attack supply them luxury life. 
Also they support financially hamas .",2025-09-14 19:53:05.289000+00:00,0,0
So Israel tells America all late. That they are attacking a country the US protects. Lmao this is a strong example for those that think Israel controls America.,2025-09-14 19:53:05.289000+00:00,0,0
"A quick Google search suggests that Israel operates roughly seven KC-707 tankers under the 120 Squadron, and pictures show them equipped with a flying boom system for refueling. If they have the capacity to refuel their F-35s mid-air, why is it unlikely that they did so themselves for this mission, perhaps after being granted permission to use Saudi airspace of that route was taken?",2025-09-14 19:53:05.289000+00:00,0,0
Thats what im saying for awhile now. Peace talks should be in turkiye,2025-09-14 19:53:05.289000+00:00,0,0
Excellent quality and on point as always 🎉,2025-09-14 19:53:05.289000+00:00,0,0
"Sounds like everybody wanted Hamas taken out 
Including the Qataris",2025-09-14 19:53:05.289000+00:00,0,0
"Arabs in (Qatar) are finally exposed.
That is what will happen when you harbor  dangerous Islamic jihadist terrorists.
Israel sends clear message: Terrorists are now free prey to be hunted worldwide.",2025-09-14 19:53:05.289000+00:00,0,0
"1. Israel used the same flight path they used when bombing Iran, which is over Syria and Iraq to avoid ME countries with more equipped militaries (Jordan and Saudi Arabia).
2. Qatar does not have THAAD systems yet, they purchased some on Trump's latest visit but they are not delivered yet.",2025-09-14 19:53:05.289000+00:00,0,0
Time for America Out in Middle East,2025-09-14 19:53:05.289000+00:00,0,0
We Americans know that Trump is Bibi’s puppet! The Epstein blackmail is in full effect with Trump and the AIPAC financial corruption has our politicians ignoring the aggression by the Bibi regime. Miriam Adelson’s $100 million dollar donation to the Trump campaign bought the rights to the have the capital of America moved to Tel Aviv!,2025-09-14 19:53:05.289000+00:00,0,0
Shooting the messanger was always looked down upon,2025-09-14 19:53:05.289000+00:00,0,0
"Izrahell never wanted and never wants peace. Today its khhhammaas, tomorrow it will be qatar, saudi, and UAE",2025-09-14 19:53:05.289000+00:00,0,0
Time for Middle Eastern countries to learn something from Pakistan and move towards China,2025-09-14 19:53:05.289000+00:00,0,0
Its dangerous to be the enemy of the US but being its friend is fatal,2025-09-14 19:53:05.289000+00:00,0,1
"CaspianReport crying for Qatar. 
Oh, what a joy 😂😂😂😂",2025-09-14 19:53:05.289000+00:00,2,0
"Well, seems like everyone is finding out funding terror groups always blows up in your face...",2025-09-14 19:53:05.289000+00:00,0,0
Efff izrahell,2025-09-14 19:53:05.289000+00:00,0,0
are we seriously pretending that mediation or cease fire was ever a realistic thing?,2025-09-14 19:53:05.289000+00:00,0,0
"One step closer to restoring the Ottoman Empire thanks to the Jews, ironic.",2025-09-14 19:53:05.289000+00:00,0,0
"This 1zR@E| is the most hated unwanted narcissist that will be sworn to death by the Muslim world. Maybe not this decade, once Muslim rise and Unite.",2025-09-14 19:53:07.403000+00:00,0,0
Somehow only Israel can bomb 6 different countries on one day and still claims to defend herself.,2025-09-14 19:53:07.403000+00:00,0,0
God bless Israel 🇮🇱,2025-09-14 19:53:07.403000+00:00,0,0
I thought Israel was quite explicit that they were going to completely destroy Hamas and that all negotiation was ended with finality. So this shouldn't be surprising.,2025-09-14 19:53:07.403000+00:00,1,0
"Qatar funds hamas, and causes instability in middle east. They get what they deserve!",2025-09-14 19:53:07.403000+00:00,0,0
"Muslims lie and deceive before  killing you, time to serve them their medicine",2025-09-14 19:53:07.403000+00:00,0,0
"Look at how US treats its allies, one must be insane to rely on the US for security. It's better to be an adversary to the US, then they will come to try to win you over.",2025-09-14 19:53:07.403000+00:00,0,0
"Netanyahu cares about one thing above all else. He wants to stay in power. As a result, he's in hock to extremists whose idea of a solution is the mirror of Hamas'. Meanwhile, Trump is played for the fool he is. We're going to pay a high price for putting Trump in office again.",2025-09-14 19:53:07.403000+00:00,0,0
"Haters will hate, and Israel will enrage the whole world against it.",2025-09-14 19:53:07.403000+00:00,0,0
"@CaspianReport Do you know what Al Jazeera is ? it's one of the best oiled up propaganda tools existing in the world, flushed with fluent English, money and western veneer it was to hit the west and change rehteric by using sweet lies. This is Qatar's super power, they don't have standing armies, this is how they play the game, that and buying up land all over EU and US. Was Bin Laden immune to a strike because he was in a 'friendly' state ? nah. But more so I think what we have seen is basically the end game reaching as Hamas refuses to play along and their usefulness ran dry and their time was up ... don't know about you but I don't care much for the people who bowed down and praised god together as the 7th whom they planned was successfully being launched.

Qatar isn't poor or stupid, they knew what was going on, there is no chance people didn't know and the US wasn't rendered useless cause everyone knew about it - it's just politics for the masses.",2025-09-14 19:53:07.403000+00:00,1,0
"Why Shin Bet, which is internal Security? (and not Mossad, which operates internationally?)",2025-09-14 19:53:07.403000+00:00,1,1
All of Hamas should be exterminated.,2025-09-14 19:53:07.403000+00:00,1,0
All of Hamas should be exterminated.,2025-09-14 19:53:07.403000+00:00,1,0
Crossing so much air space with easy. Makes u think,2025-09-14 19:53:07.403000+00:00,0,0
"US security guarantees didn't fail in either case. Neither attacks targeted Qatar, and they were allowed to happen on purpose by your own analysis.",2025-09-14 19:53:07.403000+00:00,1,0
😢,2025-09-14 19:53:07.403000+00:00,0,0
"If you lie with dogs, you will get with fleas.
Qatar has decided to host the most dreadful terrorist organizations of our time. Hamas organization slaughtered 1200 innocent Israelis. This barbaric attack cannot stay without a response, even if the perpetrators think they can hide  in a faraway country.",2025-09-14 19:53:07.403000+00:00,10,6
"qatar needs to catch up and adapt itself to a multipolar world order. america is on a steep decline, look to other nuclear-armed superpowers.",2025-09-14 19:53:07.403000+00:00,1,0
"Qatar is not a sovereign country, its a western cuckold colony, and there so what they think and what they feel is completely irrelevant.
Unneceserry video.",2025-09-14 19:53:07.403000+00:00,0,0
Qatar knew about attack before hand they are acting innocent,2025-09-14 19:53:07.403000+00:00,0,0
Скоро из кожи израильтян будут футбольные мячи делать и продавать на амазоне,2025-09-14 19:53:09.572000+00:00,0,0
It seem extremely relevant that the second ceasefire didn't 'collapse in two months' but instead Israel unilaterally broke the ceasefire.,2025-09-14 19:53:09.572000+00:00,22,5
Qatar acting like a pet 🐕 of USA,2025-09-14 19:53:09.572000+00:00,4,2
"Qatar is the No.1 sponsor of international Jihad activities. Is that too at US 's behest perhaps? 

The mother of the Qatari emir is a member of the Club of Rome by the way",2025-09-14 19:53:09.572000+00:00,0,0
egypt deserved this more,2025-09-14 19:53:09.572000+00:00,0,0
"It's obvious that Qatar and the US knew, approved and coordinated with Israel. It's also obvious that Hamas doesn't want peace, because if they did they would have released the hostages. Hence the attack.",2025-09-14 19:53:09.572000+00:00,0,0
"You really don’t get it, this was a misunderstanding of the of the operation.",2025-09-14 19:53:09.572000+00:00,0,0
They're not just the messenger. You'd only need to look at their role in the Syrian civil war.,2025-09-14 19:53:09.572000+00:00,0,0
Israel never wanted peace.,2025-09-14 19:53:09.572000+00:00,0,0
Why did Qatar opt for US for security than Pakistan and Turkey? Pakistan is a nuclear nation and the only Muslim nation with an organized army.,2025-09-14 19:53:09.572000+00:00,0,0
"Israel's goal was always genocide. They knew they can do it, they knew they can get away with it - as they control the most powerful nation on Earth, both politically and militarily. The USA is an equal partner in this crime against humanity!",2025-09-14 19:53:09.572000+00:00,0,0
Qatar was hosting and sponsoring a terror gang waging a holy war against Israel. There was no peace to shatter or delicate balance to unbalance in the first place. Qatar is a combatant.,2025-09-14 19:53:09.572000+00:00,2,0
"Breaking | Israeli occupation forces abduct over 1,000 Palestinians, including children, from Tulkarm and its surroundings in the occupied West Bank.",2025-09-14 19:53:09.572000+00:00,0,0
"yeah, there's no way the americans didnt know about the israeli strike seeing as qatar hosts their largest military base in the region. the emir was probably asked to sit down and take it",2025-09-14 19:53:09.572000+00:00,0,0
Super interesting.,2025-09-14 19:53:09.572000+00:00,0,0
The Qataris arranged Hamas offices and a Israeli embassy at the request of Obama in order to mediate. Of course now that we have t e r r o r i s t occupiers and g e n o c i d e r s  it's the law of the jungle,2025-09-14 19:53:09.572000+00:00,1,0
"It is highly unlikely that you will detect aircraft launched small ballistic missile with satellite systems, more likely to detect them with ground radar.",2025-09-14 19:53:09.572000+00:00,0,0
"As long the Epstein tapes are around.... IL got US political class by the balls. 
I guess the ball is in the courts of the ME monarchies. Either learn to work together or be consumed piece by piece into Greater Israel.",2025-09-14 19:53:09.572000+00:00,0,0
"nah Isreal just wants war, they want war so they could beat the neighboring country with its slave US of A. so israel could achieve their goals, the greater israel.",2025-09-14 19:53:09.572000+00:00,0,0
Israel is a terrorist state,2025-09-14 19:53:09.572000+00:00,0,0
Israel should take all the arabs lands. This would make the world safer.,2025-09-14 19:53:11.571000+00:00,0,0
i wonder if they'll bomb turkey next and complete their sacred mission to turn the entire middle east against them LOL.,2025-09-14 19:53:11.571000+00:00,1,0
The other Arab states realizing that none of them are safe may provoke multi-front war.,2025-09-14 19:53:11.571000+00:00,8,1
Yet stupid arabs won't understand,2025-09-14 19:53:11.571000+00:00,0,0
It is easy. Don't harbour billionaire terrorists.,2025-09-14 19:53:11.571000+00:00,0,0
Even the barbarians knew not to kill the messenger. These creatures are different kind of evil,2025-09-14 19:53:11.571000+00:00,1,0
"@CaspianReport 90% of this video is completely wrong. Qatar has never been neutral. It funded Hamas and many other terror groups for 20 years. Its a joke that they are mediators.
Also, If you knew anything about the IDF you'd know that Israel doesn't need any country to refuel its jets. and lastly, the strike was not ON Qatar but IN Qatar, On Hamas leaders.",2025-09-14 19:53:11.571000+00:00,0,0
"Qatar has enough diplomatic strength to coax Saudi and UAE to lift their blockade. The EU bloc countries supposedly placed enough pressure to allow for relations to thaw. But when it comes to Israel and the US, there's little leverage, especially with a short sighted, asinine, juvenile temperament, narcissist like Trump as the mouth. 
Qatar has for long harboured the ideological ilk of MB, the root of Hamas. So maybe this will lead them to more pragmatic statecraft  for the Qataris",2025-09-14 19:53:11.571000+00:00,0,0
"Take away the Golan hights from that map, it's an occupied area.",2025-09-14 19:53:11.571000+00:00,0,0
"Did the negotiators contain underground Hamas bunkers buried in their rectal cavities or something? Did they have one of those teeth from the Dune universe that lets you breathe poison unto an enemy? 

HOW can you justify bombing a fucking PEACE DELEGATION",2025-09-14 19:53:11.571000+00:00,0,0
"Enough is enough. Why do these people hold so much power? Politicians bow to them, laws where people cannot criticise them, and they are free to murder their enemies in our countries. 

We were lied to about them!",2025-09-14 19:53:11.571000+00:00,7,3
"@CaspianReport , u think somebody is plotting against qatar or they are caught in some serious trouble ? becasue not only are they attacked by both iran and isreal now , they also gave a 400 million dollar jet to donald trump. they must be in some serious trouble where they need desperate help from the US or someone to be pushed around while being silent like this . dont you think ?",2025-09-14 19:53:11.571000+00:00,0,0
"""a friend to all is a friend to none."" 

qatar's (and everybody's) lesson from this should be to pick a side and firmly stand by it. fence-sitting will not save you or help you. and even if you bow before israel like a humble servant or a loyal dog, they will not spare you. have some principles and integrity.",2025-09-14 19:53:11.571000+00:00,3,0
"""In matters of state craft, it is so poor that all it has is money."" 
Squarely on point!
Por parágrafos como ese es que éste canal tiene mi suscripción.",2025-09-14 19:53:11.571000+00:00,1,0
Hasbara bots are active here be careful,2025-09-14 19:53:11.571000+00:00,0,0
"Qatar will be bombed again , they cant pay 💰 their way out , being a sneaky terror sponsors has a price . Egypt , Saudia , UAE will be very happy to reset Qatar",2025-09-14 19:53:11.571000+00:00,0,0
Qatar is the head of the sneak . World‘s terror exporter,2025-09-14 19:53:11.571000+00:00,2,2
I support Israel 🇮🇱 in getting rid of terrorists,2025-09-14 19:53:11.571000+00:00,0,0
Qatar found hamas al jazeara islamism in europe,2025-09-14 19:53:11.571000+00:00,2,0
Those defence system purchased by Qatar at the Bazaar are remotely controlled by the Khazars in Tel-Aviv.,2025-09-14 19:53:11.571000+00:00,0,0
"keep in mind that "" jews never keep promises"" who believe them deserved it",2025-09-14 19:53:13.553000+00:00,1,0
They were attacked via ballistic barak MX from the dead Sea......,2025-09-14 19:53:13.553000+00:00,0,0
Arabs finding out that US guarantees are worth nothing,2025-09-14 19:53:13.553000+00:00,342,36
Qatar is a messager 😂😂😂 too rich for such statement. Venomous Media with state providing protection for terror organization.,2025-09-14 19:53:13.553000+00:00,0,0
Kick out USA of Qatar,2025-09-14 19:53:13.553000+00:00,0,0
❤❤❤,2025-09-14 19:53:13.553000+00:00,0,0
"The only reason Israel is able to exist is because of it's obedient golem, the USA who protects them from consequences of their actions.",2025-09-14 19:53:13.553000+00:00,0,0
"Regards from London, thanks to SIRVAN again.  They have choices !! Their defence needs they can buy from TURKIYE !!!",2025-09-14 19:53:13.553000+00:00,0,0
10:42 Neither has the leverage to pressure Hamas into a deal?  What about Israel?  Hamas has agreed to terms that actually dissolve Hamas in exchange for governance by neutral international governance of the Gaza Strip.  There's nothing Hamas can agree to that Israel will accept.,2025-09-14 19:53:13.553000+00:00,0,0
We are Israel’s slaves,2025-09-14 19:53:13.553000+00:00,0,0
"What sloppy foreign policy on so many levels. Letting an ally bomb an ally, then try to assassinate leadership on a sovereign ally trying to negotiate peace, hard to believe that anyone would take the US at their word if their word is meaningless. Alot of people voted for Trump because He was going to get us out of both wars and that hasn't happened with Ukraine and it's gotten much worse with Israel. If world perception means anything, especially the younger generation who will become our future leadership, Israel is losing.",2025-09-14 19:53:13.553000+00:00,11,2
"- Used stealth aircraft to penetrate an ally of the US.
- Killed people who weren’t even citizens of that country. 
- Didn’t inform anyone of their actions. 
- Celebrated the elimination of terrorists.

…the killing of Osama Bin Laden really was quite something. 😉",2025-09-14 19:53:13.553000+00:00,0,0
"i would call Qatar a messenger, more like a hideout for the Hamas leadership.",2025-09-14 19:53:13.553000+00:00,0,1
You cant harbor active enemy combatants leadership in your country and expect like theyr enemies will do nothing about it.,2025-09-14 19:53:13.553000+00:00,0,0
And China - RealLifeLore Probably,2025-09-14 19:53:13.553000+00:00,0,0
Totally disagree with your final statement. I think there would be an international player not regional player that would enter the playground. Turkish being regional player can hardly provide any protection from Israel. As it has neither agency nor political might to do so.,2025-09-14 19:53:13.553000+00:00,0,0
You are pro Islam and terror,2025-09-14 19:53:13.553000+00:00,0,0
"Hamas and Qatar were only stalling. They rejected generous terms. They're holding 48 hostages (held now for nearly 2 years), 30 known to be dead. Hostage taking is a war crime and must be punished. Perhaps, the remaining Hamas leaders will have to abandon their posh villas and retreat to underground bunkers. Don't shed tears for them.",2025-09-14 19:53:13.553000+00:00,0,0
"When you offer safe harbor to groups like Hamas, you can't complain when their enemies take action.",2025-09-14 19:53:13.553000+00:00,0,0
"Get USA out of MiddleEast, they are of no help. They just want to be in MiddleEast for their own interests.",2025-09-14 19:53:13.553000+00:00,0,0
Qatar is a terrorist regime they just use Al Jazzeera as their sword.,2025-09-14 19:53:15.744000+00:00,0,0
someone was afraid there could be peace...,2025-09-14 19:53:15.744000+00:00,2,0
"Look, in short Qatar is on its own. If you want to Scream like a Madman about Freedom and want to be deployed in the Middle East. Be my Guest.",2025-09-14 19:53:15.744000+00:00,0,0
"Israel is NOT bringing peace to the MiddleEast by existing, see what happens when Israel exist. It just annoys the neighbors.",2025-09-14 19:53:15.744000+00:00,0,0
"Qatar is a serious terrorist sympathizer, good job by Israel",2025-09-14 19:53:15.744000+00:00,0,0
"Iran ordered it
Hamas started it
Gazans cheered it
Qatar fumbled it 
Israel is ending it",2025-09-14 19:53:15.744000+00:00,0,0
"When one is psychopath child ki**er, Peace is never an option.",2025-09-14 19:53:15.744000+00:00,0,0
"In a world gone mad cheering for terrorists, Israel does what it needs to do to protect its citizens from terrorists. God bless Israel.",2025-09-14 19:53:15.744000+00:00,1,1
"Okay hamas the USA is complicit. So ....
What are you going to do about it?",2025-09-14 19:53:15.744000+00:00,0,1
harbouring billionaire terrorists...fun times,2025-09-14 19:53:15.744000+00:00,0,0
It would seem as things get worse They are gonna go with the Samson Option at some point.,2025-09-14 19:53:15.744000+00:00,2,0
"I don't agree that this was wrong, and these islamists have no morals and must be squshed only a fool would  bother to talk to them.",2025-09-14 19:53:15.744000+00:00,0,0
10:27 well we now know that hamas have signaled that it want  to talk.,2025-09-14 19:53:15.744000+00:00,0,0
"I've never commented on your videos, but you are an amazing YouTuber and I've been a follower for many years! Thanks for doing these videos ❤",2025-09-14 19:53:15.744000+00:00,10,0
If this doesn't open all Arab nations eyes to the simple and very obvious truth that Israel is an existential threat for all of them and they must unite to neutralize the threat then nothing will and the middle East will become ocuppied by Israel,2025-09-14 19:53:15.744000+00:00,0,0
"Attacking during negotiations have been the standard for israel for awhile.They took out Nasrallah like this and surprise attacked Iran.They bait Nasrallah into negotiations and when he lowered his guard they located him and bombed him.With Iran they used the negotiations as cover to get a maximum effect surprise attack on Iran.
These people don't have honor.",2025-09-14 19:53:15.744000+00:00,162,27
If any other country behaved as Israel does it wouldn't exist anymore.,2025-09-14 19:53:15.744000+00:00,2,0
"Fuck Qatar for sponsoring and protecting hamas, they had it coming bunch of losses only oil and terrorism to thier name",2025-09-14 19:53:15.744000+00:00,0,0
"""pressure hamas"" as if Israel isn't the one resisting any ceasefire deal",2025-09-14 19:53:15.744000+00:00,3,2
"3:58
The jets flew over Syria and Iraq. Not Jordan and Saudia.",2025-09-14 19:53:15.744000+00:00,1,0
I don’t support Israel but Doha had it coming,2025-09-14 19:53:17.680000+00:00,0,0
"They are master of ""managing""  both sides. Like arab-iran, or US- Taliban.",2025-09-14 19:53:17.680000+00:00,0,0
I’m 936,2025-09-14 19:53:17.680000+00:00,1,0
"Qatar is not an ""innocent mediator."" On the CONTRARY, Qatar hosted Hamas' leadership in luxury hotels as this leadership CELEBRATED the rape of women, kidnapping of elderly and children, and the SPORT-KILLING of Israeli civilians (and civilians from over a dozen of other countries) at a peace-music festival. They had TWO years to expel Hamas and avoid Israel's strike. And the strike was NOT directly at Qatar (though they certainly 'had it coming') --> it was directly specifically at Hamas. If Hamas had been expelled, there would not have been any strike.",2025-09-14 19:53:17.680000+00:00,0,0
"The world has some terrible leadership right now.  These are their wars, not ours.",2025-09-14 19:53:17.680000+00:00,0,0
"After all that Hamas has brought onto its own people, the fact they still remain in control, still hold hostages, says everything about the chance of long term peace.",2025-09-14 19:53:17.680000+00:00,0,0
Trump admin cover-ups: 0 out of 10. Stand on your truth - Trump did sketchy things with Epstein and Trump admin is okay with genocide. Facts don’t lie.,2025-09-14 19:53:17.680000+00:00,1,0
"Mostly likely Hamas declined any further negotiations to release the hostages and forced the Israeli's hand.
Anyway, bombing the territory of a country that is a neutral safe place is an absolute no-go. That would be like bombing Switzerland.",2025-09-14 19:53:17.680000+00:00,0,1
“How harbouring terrorist has consequences” - fixed the title for you,2025-09-14 19:53:17.680000+00:00,0,0
Couldn't the Brittish tankerplane been monitoring the situation from air for a reason or another?,2025-09-14 19:53:17.680000+00:00,0,0
"Not a fan of Israel, Iran or the USA's foreign policies. But Qatar has been asking for this for more than a decade, they use their oil money to politically interfere with a lot of western and middle eastern countries. They've been protected by the USA until now",2025-09-14 19:53:17.680000+00:00,1,0
Trump is not trustworthy. He have flip flop so many times that the paper he signed may become invalid anytime he like. No wonder he have gone bankrupt so many times. He is not a trustworthy person to do business.,2025-09-14 19:53:17.680000+00:00,5,0
"SO glad I voted for the ""no more eternal wars for Israel"" president 😒",2025-09-14 19:53:17.680000+00:00,2,0
"Anyone stopped for a moment to think how strange it is that H*m*s needs to be **pressured into a deal**? One would assume that since their subjects are suffering so much, they should be eager for an end.. But no, they need to be pressured. No one stops to ask why?",2025-09-14 19:53:17.680000+00:00,0,0
Don't negotiate with terrorists.,2025-09-14 19:53:17.680000+00:00,0,0
A nation that harbors terrorists should not be a nation.,2025-09-14 19:53:17.680000+00:00,2,2
"Watar, what a weak country.",2025-09-14 19:53:17.680000+00:00,0,0
What a stupid foreign policy Qatar has that it gets bombed by both Israel and Iran. You cannot be the Switzerland of Middle East if you are funding radical groups and trying to destabilize even your neighboring Arab countries.,2025-09-14 19:53:17.680000+00:00,0,0
All Arab nations are disgrace except Yemen's Houthis. They deserve this!,2025-09-14 19:53:17.680000+00:00,0,0
"People should ask Qatar, why it's military is so useless instead of blaming Israel",2025-09-14 19:53:17.680000+00:00,0,0
Threat to Israels security = a threat to Israels ongoing genocide of the Palestinians.,2025-09-14 19:53:19.776000+00:00,1,0
"I completely don't support American support of Israel (Saturn worshipers). They are not the Israeli of the old testament. That's who they are killing. Trump is a Zionist and wants to make a resort on the bodies of dead Palestinians. Zionists or worse than anything you ever heard about. At what point does the United States support genocide??? When did the American people accept this shit. If you are a Christian then don't believe in the Jewish god. Jesus was against everything the Jew God stood for. He was not the son of the evil Jew God. The Israelis are fucking evil and want us to kill their enemies. Don't do it America, don't support these people who don't believe in Jesus.",2025-09-14 19:53:19.776000+00:00,0,0
you simply cant trust those people,2025-09-14 19:53:19.776000+00:00,0,0
It is very unlikely that Israel bombed that house without anyone in Qatar knowing it - the most likely scenario is that even in Qatar ppl got impatient and fed up with Hamas and decided to turn a blind eye.,2025-09-14 19:53:19.776000+00:00,0,1
Turkey can never project its power to Qatar with Iran or Iraq. That’s the hidden elephant 🐘 in the room,2025-09-14 19:53:19.776000+00:00,0,0
"The title is misleading and false:

Israel did not shoot the messenger (Qatar), it shot the villian (Hamas) in the backyard of  Qatar",2025-09-14 19:53:19.776000+00:00,0,1
The Petah Tikvah location on your Israel map is wrong :),2025-09-14 19:53:19.776000+00:00,0,0
"HOW COME THE   PATRIOT SYSTEM DID NOT WORKING? LIKE EVERYONE SUSPECTS AMERICA HOLDS THE KEY TO EVERYTHING THEY SELL,  FROM ARTILLERY TO MISSILES TO DROWNS AIRPLANES TO ALL . TURKS FOUND OUT THIS AT THE CYPRUS PEACE MISSION IN 1974 THE TOUGH WAY,   USA  TALL   THE TURKS THEN NOT TO USE ANY WEAPONS THAT ARE USA MADE, AND FOR TURKS WAS TO  EITHER SACRIFICE  THE CYPRIOT TURKS TO THE GREEK TO KILL THEM ALL OR TO FACE THE SO CALLED  FRIENDLY USA EMBARGO, THIS USA THREAD  FOR TURKIYE TO SACRIFICE THE CYPRIOT TURK MEANT  HUMILIATION AND COMPLETE  CONTROLLING THE TURKS BY THE WEST AND USA, THE TURKS THEN LEARNED   WHOM THEIR FRIENDS  WAS AND WAS  NOT, THIS LESSON TAUGHT TURKS NOT TO TRUST THE WEST OR THE USA, THIS WAS THE BEGINNING OF THE TURKISH DEFENSE  INDUSTRY'S BIRTH,  THANKS  TO AMERICA AND THEIR FRIENDS THAT PUSHED AND  USED  THE TURKS AROUND TILL THEY WAKE UP AND SMELL THE COFFEE.",2025-09-14 19:53:19.776000+00:00,0,0
"Qatar has been funding terrorists and indoctrination of societies across the Indian sub continent and north Africa as well for far too long. Qatar needs to taste some medicines. Need to pull out jihad out of their throats. Got dollars because of gas and oil, now interfering into other societies with such ugly consequences without any accountability and responsibilities. Qatar needs to stop or face the consequences.",2025-09-14 19:53:19.776000+00:00,0,0
I understand that some people in the comments are mad that Qatar is hosting Hamas leaders.. but you have to remember that the US and Israel were the ones that asked them to...... this is a matter of public records and you can check it yourself..,2025-09-14 19:53:19.776000+00:00,224,18
"A couple criticisms:
1. @4:45: In ""stealth configuration"" munitions are carried internally, so would not have increased the fuel need. And as for ""combat maneuvers"" other than opening and closing the bay to drop munitions, really wont be doing any maneuvering.
2. @4:53 Israel has it's own tanker aircraft (KC-707), you jumped to a massive conclusion based on a false premise. 
3. @6:14 Again Israel has its own tankers, and we have seen them strike Yemen with is much further away.

In conclusion, many of your assessments are built off of false assumptions. Very disappointing when they are treated as facts.",2025-09-14 19:53:19.776000+00:00,0,0
Jordan and saudi royal families supported this strike. These arab leaders are a joke.,2025-09-14 19:53:19.776000+00:00,43,10
Qatar needs to order celik kubbe from 🇹🇷 and S400 from Russia  🇷🇺asap,2025-09-14 19:53:19.776000+00:00,0,0
the state sponsor of ep$tein is a t@rrorist m@fia. that cancerous people have only bribery and blackmail. They selected Barabbas and will suffer the curse for all eternity.,2025-09-14 19:53:19.776000+00:00,0,0
"Remember guys when reading the comments on YouTube: 

If there is no profile picture or if the account was made recently then take the comment with a grain of salt.

There are many propaganda accounts being used on us to make war seem inevitable.

Only the rich want a world war",2025-09-14 19:53:19.776000+00:00,692,46
109 countries cannot be wrong.,2025-09-14 19:53:19.776000+00:00,3,2
"And we in the United States are burning all of this prestige and international credibility for a rogue ethno state that is neither in a strategic position like Egypt, has no advanced technology like Taiwan nor valuable natural resources like Saudi Arabia… What a waste",2025-09-14 19:53:19.776000+00:00,5,5
All who think qater is a neutral county because it hosting The negotiation is wrong they where repasnting hames just like the usa repsanted Israel,2025-09-14 19:53:19.776000+00:00,0,0
Stirred up a rubble making hornets' nest on Oct 7th didn't they 💯%,2025-09-14 19:53:19.776000+00:00,0,0
Great video!,2025-09-14 19:53:19.776000+00:00,0,0
Qatar 🇶🇦 is forefront in funding Radical Islam in western countries .,2025-09-14 19:53:21.779000+00:00,0,0
"If anything, this attack shows that the Arab world either has still extremely incompetent armies, or they remain to be slaves to the US.",2025-09-14 19:53:21.779000+00:00,0,0
So the Saudis also said yes for the bombing of qatar?,2025-09-14 19:53:21.779000+00:00,0,0
Turks didn't do anything either lol,2025-09-14 19:53:21.779000+00:00,0,0
"This analysis is potentially incorrect. As I understand, Israel flew down the red sea, around the gulf of Aden, then gulf of Oman, before firing their payloads.",2025-09-14 19:53:21.779000+00:00,0,0
"Play both sides gets bombed by both sides ( israil and iran)
Play stupid games, win stupid prizes 😂😂",2025-09-14 19:53:21.779000+00:00,0,0
Messenger who harbours terrorists.,2025-09-14 19:53:21.779000+00:00,0,0
"All Doha has is money, and it's already controlling UK, and washing money from illegal channels to the legal ones.
Go figure.",2025-09-14 19:53:21.779000+00:00,7,2
